name,AB_CFS,BN_CFS,DS_CFS,DT_CFS,HT_CFS,Ibk_CFS,J48_CFS,Jrip_CFS,LMT_CFS,LOG_CFS,LB_CFS,MLP_CFS,NB_CFS,ONE_CFS,PART_CFS,RC_CFS,RF_CFS,RS_CFS,RT_CFS,REP_CFS,SGD_CFS,SL_CFS,SVM_CFS,STK_CFS,VOTE_CFS,VP_CFS,ZERO_CFS
AP_Lung_Uterus.arff,0.9522,0.9727563,0.9413459,0.974359,0.9397,0.9323,0.9426,0.9311,0,0.949,0.989423,0.9655,0.9476,0.9413459,0.9455127,0.9842949,0.9842,0.9717948,0.9035256,0.9166,0.9361,0.9660256,0.94,0.5,0.5,0.9314102,0.5
AP_Omentum_Kidney.arff,0.9595,0.9870192,0.970673,0.9849931,0.98,0.9684,0.9483,0.9301,0,0.9766,0.998077,0.996,0.982,0.9529533,0.9543954,0.9973558,0.9978,0.9949519,0.880563,0.968,0.9709,0.9975962,0.9709,0.5,0.5,0.9721153,0.5
AP_Omentum_Lung.arff,0.9421,0.9744047,0.9111949,0.9486263,0.9249,0.9101,0.8782,0.8758,0,0.9104,0.9779647,0.9552,0.9369,0.9265565,0.8953982,0.9786344,0.981,0.9792697,0.8501144,0.8867,0.9087,0.9365957,0.9177,0.5,0.5,0.930666,0.5
AP_Omentum_Ovary.arff,0.8114,0.8782848,0.7165507,0.7931673,0.7243,0.6614,0.6769,0.7293,0,0.5948,0.839476,0.7117,0.7247,0.720423,0.6388087,0.8522628,0.8792,0.8898567,0.6703195,0.8371,0.6804,0.8484962,0.693,0.5,0.5,0.7335268,0.5
AP_Omentum_Uterus.arff,0.929,0.958734,0.8983745,0.8983288,0.8911,0.8862,0.7933,0.8269,0,0.9049,0.9506467,0.9177,0.8777,0.8725503,0.8333161,0.9479796,0.9692,0.956811,0.7940935,0.8542,0.8777,0.9388851,0.8697,0.5,0.5,0.8735004,0.5
AP_Ovary_Uterus.arff,0.9564,0.9607356,0.8513799,0.8832979,0.8689,0.8727,0.8184,0.8669,0,0.8204,0.9401063,0.9231,0.862,0.8111876,0.8589676,0.9585315,0.9739,0.9442408,0.8274123,0.875,0.888,0.9329808,0.8981,0.5,0.5,0.8694332,0.5
AP_Prostate_Kidney.arff,0.9836,0.9981684,0.9716117,0.9724816,0.9836,0.987,0.9763,0.9675,0,0.9919,0.9994505,0.9957,0.9836,0.9735347,0.9787545,0.9902473,0.9989,0.9842491,0.9482601,0.9688,0.9817,0.991575,0.9817,0.5,0.5,0.9858974,0.5
AP_Prostate_Uterus.arff,0.9855,1,0.9928571,0.9928571,0.9928,0.9977,0.9887,0.9855,0,0.9885,0.9928571,0.9988,0.9928,0.9928571,0.970238,0.9857143,0.9975,0.9857143,0.9672618,0.9771,0.9928,0.997619,0.9928,0.5,0.5,0.981868,0.5
AP_Uterus_Kidney.arff,0.9921,0.9892011,0.9692305,0.9865753,0.9725,0.9781,0.9666,0.9678,0,0.9874,0.9985207,0.9932,0.9744,0.9403845,0.9577417,0.9938487,0.9984,0.9880054,0.9314103,0.9641,0.9883,0.9937623,0.9842,0.5,0.5,0.9740384,0.5
ar1.arff,0.5972,0,0,0,0.4742,0.7966,0.4271,0.5114,0,0.6761,0,0.5476,0.5655,0,0,0,0.6731,0,0,0.4425,0.5,0,0.5,0,0,0,0
ar4.arff,0.7753,0.8118055,0.729861,0.6388889,0.7526,0.6477,0.7509,0.6503,0,0.8103,0.8583332,0.6466,0.7543,0.6409721,0.831597,0.7916666,0.771,0.8336806,0.7437499,0.5925,0.6385,0.8690972,0.5885,0.5,0.5,0.5881944,0.5
ar6.arff,0.5128,0.4819444,0.5513888,0.4881944,0.4256,0.474,0.4229,0.4826,0,0.6128,0.5996527,0.4965,0.488,0.5819444,0.5621526,0.5819443,0.5105,0.4593749,0.5055554,0.3911,0.5333,0.6041666,0.5333,0.5,0.5,0.6468749,0.5
arsenic-female-bladder.arff,0.7603,0.7729306,0.6943705,0.6168716,0.7087,0.6235,0.5613,0.5281,0,0.7655,0.794182,0.7064,0.8044,0.5489583,0.7561033,0.6580981,0.7406,0.7531361,0.6436614,0.707,0.5604,0.6902814,0.5542,0.5,0.5,0.4810561,0.5
arsenic-female-lung.arff,0.8796,0.8865741,0.85,0.8865741,0.8309,0.8444,0.4651,0.7368,0,0.8827,0.9166666,0.7791,0.7451,0.85,0.5481481,0.8939814,0.875,0.8462962,0.8939814,0.8919,0.8421,0.8,0.8421,0.5,0.5,0.8,0.5
arsenic-male-bladder.arff,0.8483,0.8323725,0.7583333,0.832058,0.8144,0.8213,0.4477,0.676,0,0.8458,0.8570317,0.8161,0.8369,0.7583333,0.5009259,0.8346873,0.8458,0.7925577,0.8346873,0.8453,0.7708,0.7583333,0.7708,0.5,0.5,0.7416666,0.5
arsenic-male-lung.arff,1,1,1,1,1,1,0.4172,1,0,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,0.5,0.5683671,0.5
audiology.arff,0.983,0.9719607,0.8966912,0.9728431,0.9693,0.975,0.9405,0.9108,0,0.9331,0.98,0.9636,0.986,0.8966912,0.9681739,0.9526164,0.9681,0.9690195,0.9542158,0.9644,0.9296,0.9722548,0.9267,0.5,0.5,0.9390196,0.5
auto_price.arff,0.9758,1,0.9537878,0.9801514,0.9887,0.9309,0.9549,0.9302,0,0.9533,1,0.9841,0.9898,0.9437878,0.9616666,0.9866667,0.994,0.9981818,0.9254545,0.9265,0.9394,0.9818182,0.9397,0.5,0.5,0.515,0.5
autoHorse.arff,0.9961,0.9782274,0.8529913,0.9757479,0.9457,0.9453,0.9687,0.966,0,0.9688,0.9877314,0.9524,0.9584,0.8784186,0.9537037,0.9974537,0.9972,0.9844908,0.9457797,0.9562,0.893,0.9635862,0.8667,0.5,0.5,0.8573451,0.5
autoMpg.arff,0.9616,0.9711207,0.8889704,0.9298177,0.9651,0.9019,0.9237,0.8974,0,0.954,0.9634265,0.931,0.9649,0.8574476,0.8879168,0.9349416,0.9628,0.9672798,0.8863199,0.9224,0.8987,0.9664355,0.8868,0.5,0.5,0.5,0.5
autoPrice.arff,0.9758,1,0.9537878,0.9801514,0.9887,0.9309,0.9549,0.9302,0,0.9533,1,0.9841,0.9898,0.9437878,0.9616666,0.9866667,0.994,0.9981818,0.9254545,0.9265,0.9394,0.9818182,0.9397,0.5,0.5,0.515,0.5
autos.arff,0.913,0.8605573,0.7045002,0.8415031,0.822,0.9405,0.9564,0.8497,0,0.8663,0.8686094,0.8725,0.8219,0.8404762,0.9129841,0.9419088,0.9474,0.913383,0.8981096,0.8543,0.8152,0.8319207,0.8188,0.5,0.5,0.5,0.5
backache.arff,0.6258,0.7018055,0.7045833,0.6579862,0.6321,0.5421,0.5394,0.504,0,0.5785,0.7042361,0.6077,0.6662,0.496875,0.6229513,0.5903819,0.5435,0.6402084,0.5133681,0.4796,0.5071,0.6978125,0.4968,0.5,0.5,0.5872569,0.5
badges2.arff,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.9988095,0.997619,1,1,1,1,0.5,0.5,0.5,0.5
balance-scale.arff,0.9997,0.8926505,0.6058807,0.881535,0.9948,0.9797,0.8237,0.8817,0,0.9806,0.9803722,0.9764,0.9946,0.6100907,0.8935821,0.9256115,0.9751,0.9380948,0.8670084,0.8905,0.9494,0.9882021,0.9277,0.5,0.5,0.948234,0.5
balloon.arff,0.9987,0.8943219,0.7805976,0.9064305,0.9641,0.9873,0.9935,0.9825,0,0.9742,0.9816932,0.9725,0.8894,0.6933819,0.9878216,0.9870368,0.9995,0.9298501,0.9870368,0.9902,0.877,0.9748718,0.8062,0.5,0.5,0.5,0.5
bank32nh.arff,0.8671,0.869281,0.670633,0.8566688,0.8734,0.6852,0.8155,0.7578,0,0.8865,0.8633312,0.8718,0.8684,0.6510163,0.841717,0.8405386,0.8696,0.861755,0.6998592,0.8338,0.7578,0.8863561,0.7534,0.5,0.5,0.7693151,0.5
bank8FM.arff,0.9836,0.9769939,0.7576754,0.9779318,0.9811,0.9032,0.9618,0.9412,0,0.9872,0.9741013,0.9858,0.973,0.7570939,0.9752688,0.9692854,0.9836,0.9711134,0.9102729,0.9691,0.9336,0.9877458,0.9294,0.5,0.5,0.9371504,0.5
biomed.arff,0.968,0.9432987,0.7692209,0.8902178,0.9484,0.7871,0.8745,0.8677,0,0.9596,0.9602533,0.934,0.9487,0.8283652,0.8874117,0.9482143,0.9596,0.9469093,0.8541208,0.8556,0.8568,0.9663856,0.8568,0.5,0.5,0.7518642,0.5
bodyfat.arff,0.996,0.9980769,0.9961538,0.9961538,0.9996,0.9784,0.9961,0.996,0,0.9996,0.9961538,0.9997,0.987,0.9923076,0.9961538,0.9923076,0.9958,0.9728551,0.9923076,0.9912,0.9679,1,0.9517,0.5,0.5,0.5,0.5
boston.arff,0.9227,0.9314468,0.8032964,0.9166893,0.867,0.7947,0.8537,0.8606,0,0.9294,0.9231302,0.9224,0.9301,0.8354311,0.9089043,0.8810397,0.9105,0.9253588,0.8154351,0.8869,0.8682,0.9329054,0.8617,0.5,0.5,0.8480707,0.5
boston_corrected.arff,0.9447,0.9298144,0.8107909,0.9213941,0.9196,0.8245,0.8627,0.8604,0,0.9371,0.9368971,0.9207,0.9196,0.7924372,0.8897681,0.9103116,0.9446,0.9361631,0.8345019,0.9152,0.8613,0.9394675,0.8587,0.5,0.5,0.7454858,0.5
breast-cancer.arff,0.6369,0.6929167,0.6491667,0.7088592,0.684,0.6601,0.5861,0.633,0,0.6367,0.6637599,0.6831,0.684,0.5449208,0.5632638,0.6208432,0.6291,0.6646577,0.61813,0.5902,0.5532,0.6990426,0.5446,0.5,0.5,0.6523612,0.5
breastTumor.arff,0.6478,0.6386795,0.5873774,0.5451594,0.6415,0.5687,0.4808,0.5588,0,0.6085,0.6544272,0.5991,0.6415,0.5791665,0.5734529,0.5660079,0.5601,0.6311735,0.5714,0.5545,0.5929,0.6171874,0.6269,0.5,0.5,0.5478861,0.5
breast-w.arff,0.9908,0.9920922,0.930349,0.9879818,0.9788,0.9766,0.9589,0.9661,0,0.9939,0.9918027,0.9703,0.9798,0.9080919,0.9704591,0.9880859,0.9917,0.9875314,0.9367981,0.9634,0.9619,0.9933677,0.963,0.5,0.5,0.9212079,0.5
bridges.arff,0.8808,0.8963095,0.7483335,0.8611905,0.8608,0.8662,0.8203,0.8276,0,0.7266,0.9164286,0.7132,0.8626,0.5,0.8670238,0.8294048,0.8575,0.9042857,0.6233334,0.4567,0.7251,0.7483335,0.7251,0.5,0.5,0.5208333,0.5
cal_housing.arff,0.8796,0.8861396,0.7293954,0.8939995,0.8283,0.7528,0.871,0.8158,0,0.8319,0.8623573,0.8283,0.8203,0.7227415,0.8794987,0.7524761,0.8713,0.8654163,0.7524761,0.8751,0.7461,0.8318997,0.7434,0.5,0.5,0.7180979,0.5
car.arff,0.99,0.989828,0.7256198,0.9728038,0.9903,0.9999,0.977,0.9632,0,0.9915,0.9819954,0.9716,0.9903,0.674093,0.9960207,0.9960806,0.9982,0.975925,0.9206004,0.9835,0.9489,0.9900206,0.9548,0.5,0.5,0.9395806,0.5
cars.arff,0.943,0.9387673,0.8455513,0.9526391,0.9075,0.894,0.9328,0.9105,0,0.9191,0.9523897,0.9085,0.8957,0.8815064,0.9509026,0.9185634,0.9582,0.9545674,0.9185634,0.9472,0.8588,0.9271142,0.8366,0.5,0.5,0.5635422,0.5
chatfield_4.arff,0.9449,0.9563095,0.8874601,0.9411508,0.955,0.8972,0.8881,0.8919,0,0.9657,0.9541799,0.9405,0.9551,0.8552379,0.9104894,0.910132,0.9608,0.9553572,0.8331746,0.9159,0.9005,0.9637566,0.8428,0.5,0.5,0.537209,0.5
cholesterol.arff,0.5556,0.5765403,0.5568984,0.5533836,0.5632,0.531,0.5531,0.593,0,0.5597,0.587596,0.5629,0.5644,0.5568984,0.5734364,0.5663491,0.5296,0.5628304,0.5625121,0.552,0.556,0.5864445,0.556,0.5,0.5,0.566826,0.5
chscase_census2.arff,0.5049,0.4947368,0.4970926,0.4947368,0.519,0.5046,0.4847,0.5004,0,0.5164,0.5138735,0.4968,0.4987,0.4799687,0.4947368,0.5278602,0.4867,0.5032396,0.5278602,0.4917,0.497,0.5110943,0.5008,0.5,0.5,0.5363835,0.5
chscase_census3.arff,0.4739,0.5,0.5018922,0.5,0.4589,0.4299,0.492,0.5029,0,0.5267,0.4951808,0.5133,0.5026,0.4497557,0.5,0.4318333,0.4218,0.4765811,0.4318333,0.4803,0.4982,0.5212738,0.5,0.5,0.5,0.4992607,0.5
chscase_census5.arff,0.4875,0.5,0.5078822,0.5,0.4989,0.4644,0.4895,0.4891,0,0.5154,0.5151497,0.4947,0.5032,0.4877381,0.5,0.4643376,0.4561,0.4912406,0.4643376,0.4738,0.5,0.4795971,0.5,0.5,0.5,0.5,0.5
chscase_census6.arff,0.4492,0.5,0.4799927,0.5,0.4874,0.5022,0.4871,0.4883,0,0.4875,0.4522988,0.4853,0.4772,0.4603181,0.5,0.5166273,0.4821,0.4515313,0.5166273,0.5066,0.5,0.5069893,0.5,0.5,0.5,0.4833618,0.5
chscase_funds.arff,0.6506,0.6862808,0.6520834,0.6856635,0.6677,0.6064,0.5914,0.6037,0,0.6866,0.685571,0.6259,0.6704,0.5,0.6502932,0.6484491,0.6668,0.6892284,0.5722222,0.4796,0.6329,0.698102,0.6189,0.5,0.5,0.5,0.5
chscase_geyser1.arff,0.9084,0.8608516,0.854014,0.8779304,0.7841,0.9055,0.8285,0.8623,0,0.928,0.913595,0.9188,0.9261,0.8686965,0.854014,0.9042428,0.9223,0.9166438,0.9042428,0.8843,0.8695,0.9222375,0.8732,0.5,0.5,0.8566238,0.5
chscase_vine2.arff,0.885,0.8323038,0.6127979,0.8398131,0.8063,0.8909,0.9076,0.8484,0,0.5008,0.8609833,0.569,0.8064,0.7562248,0.891502,0.8485147,0.9409,0.8377777,0.8485147,0.8741,0.5,0.5219661,0.506,0.5,0.5,0.4961456,0.5
chscase_whale.arff,0.9782,0.9867423,0.9867423,0.9867423,0.9854,0.9782,0.9782,0.9782,0,0.9782,0.9867423,0.9782,0.9782,0.9867423,0.9867423,0.9867423,0.9782,0.9867423,0.9867423,0.9782,0.9872,0.9867423,0.9872,0.5,0.5,0.9867423,0.5
cleveland.arff,0.885,0.8946489,0.7200792,0.8386302,0.8891,0.775,0.81,0.8038,0,0.889,0.8843296,0.8601,0.8897,0.7245435,0.8392656,0.8263019,0.87,0.8896069,0.7929207,0.8051,0.8428,0.8913441,0.8336,0.5,0.5,0.5391141,0.5
cmc.arff,0.7434,0.7060476,0.5742972,0.7235515,0.7048,0.6691,0.7093,0.6956,0,0.6852,0.7434685,0.6914,0.7165,0.6325749,0.7201839,0.6842785,0.6963,0.7359835,0.6741826,0.7132,0.6135,0.6911517,0.6179,0.5,0.5,0.6344887,0.5
colic.arff,0.8634,0.8718814,0.8139106,0.8458691,0.8679,0.8603,0.8602,0.8377,0,0.8789,0.8832706,0.8823,0.9117,0.8132696,0.8613613,0.8558072,0.9155,0.886021,0.8453106,0.8812,0.8551,0.8744406,0.86,0.5,0.5,0.5,0.5
colleges_aaup.arff,0.9987,0.99848,0.9538249,0.9958097,0.9986,0.9819,0.9866,0.9641,0,0.9992,0.9986221,0.9794,0.9987,0.9305343,0.9849957,0.9903175,0.9986,0.9969123,0.9739671,0.9742,0.9826,0.9994316,0.9573,0.5,0.5,0.6672949,0.5
colleges_usnews.arff,0.7739,0.7721483,0.7061919,0.7646635,0.7516,0.616,0.692,0.7203,0,0.5651,0.7856115,0.4987,0.761,0.5021438,0.7076887,0.6819422,0.6905,0.7511018,0.6057356,0.4963,0.7013,0.7932916,0.7004,0.5,0.5,0.6010406,0.5
collins.arff,0.9926,0.9971727,0.8375,0.9821428,0.985,0.9033,0.9926,0.9794,0,0.8728,0.9821428,0.8601,1,0.985119,0.9925595,1,1,0.9928571,0.991369,0.9872,0.6241,0.8633928,0.5,0.5,0.5,0.5,0.5
cpu.arff,0.9975,0.9929167,0.8745833,0.9712917,0.9929,0.9741,0.9697,0.9474,0,0.9891,0.9988889,0.996,0.9944,0.6991666,0.9660417,0.9827084,0.9966,0.995,0.9554167,0.8945,0.9717,1,0.9057,0.5,0.5,0.5648055,0.5
cpu_act.arff,0.9716,0.966296,0.8143753,0.9610773,0.7789,0.8854,0.9215,0.9122,0,0.9771,0.9611622,0.9683,0.9577,0.8016963,0.9578616,0.9695698,0.9796,0.9745902,0.8799568,0.9533,0.9045,0.9766328,0.8879,0.5,0.5,0.7190729,0.5
cpu_small.arff,0.9652,0.9553595,0.7759232,0.952874,0.868,0.8415,0.9241,0.8921,0,0.9486,0.9542313,0.9311,0.9265,0.772732,0.9534295,0.9583307,0.9718,0.9648508,0.861917,0.9497,0.856,0.9449566,0.8449,0.5,0.5,0.7213629,0.5
credit-a.arff,0.9281,0.9228119,0.8620073,0.9145568,0.7665,0.8261,0.8847,0.8831,0,0.9244,0.9221655,0.8814,0.9045,0.8620073,0.8794952,0.8798419,0.9086,0.9198154,0.7846828,0.8774,0.8581,0.926978,0.8617,0.5,0.5,0.6566567,0.5
credit-g.arff,0.7529,0.7368808,0.6719048,0.7318809,0.7508,0.6784,0.7285,0.6478,0,0.755,0.7409525,0.7301,0.7503,0.5407142,0.7014763,0.6762144,0.7236,0.7462142,0.6597381,0.7244,0.6119,0.7518809,0.5748,0.5,0.5,0.5,0.5
cylinder-bands.arff,0.7515,0.8177738,0.6390986,0.6745984,0.6124,0.6837,0.4939,0.4572,0,0.7373,0.7232247,0.5038,0.7789,0.5481692,0.524274,0.7902812,0.7647,0.7006933,0.6169232,0.5685,0.7551,0.7570174,0.7439,0.5,0.5,0.5,0.5
datatrieve.arff,0.5978,0.4791666,0.698485,0.4958333,0.4339,0.6115,0.5195,0.6241,0,0.6291,0.698485,0.6345,0.6421,0.4958333,0.5375,0.6943184,0.5898,0.4958333,0.6943184,0.4553,0.5,0.5,0.5,0.5,0.5,0.5,0.5
delta_ailerons.arff,0.9618,0.9630447,0.935185,0.9579715,0.9273,0.9295,0.9338,0.9339,0,0.9652,0.963881,0.9503,0.9644,0.935502,0.9505597,0.9250679,0.9532,0.9566567,0.9103857,0.9512,0.9352,0.9606786,0.9363,0.5,0.5,0.9191657,0.5
delta_elevators.arff,0.9412,0.9380763,0.8347882,0.9394942,0.858,0.8356,0.9124,0.8998,0,0.941,0.9372752,0.9405,0.9385,0.8352354,0.9241321,0.9030198,0.9331,0.9383507,0.8283684,0.9253,0.878,0.9406873,0.8796,0.5,0.5,0.8600875,0.5
diabetes.arff,0.8249,0.7977338,0.6851082,0.7908119,0.819,0.6607,0.7838,0.7227,0,0.8214,0.8111794,0.8178,0.8214,0.6490968,0.7770128,0.7356666,0.8018,0.8144387,0.6437067,0.7868,0.7325,0.8246068,0.7132,0.5,0.5,0.521302,0.5
diggle_table_a2.arff,1,1,1,1,0.9954,0.9901,0.9966,0.9966,0,1,1,1,0.9845,1,0.9966667,1,1,1,1,1,0.9897,1,0.8862,0.5,0.5,0.5,0.5
disclosure_x_bias.arff,0.5298,0.5,0.4867828,0.5,0.5227,0.5276,0.4931,0.5467,0,0.5349,0.505429,0.5329,0.5429,0.4737021,0.5,0.504929,0.5397,0.4700951,0.504929,0.5073,0.4975,0.5095704,0.5,0.5,0.5,0.4936406,0.5
disclosure_x_noise.arff,0.5019,0.5,0.5244738,0.5,0.517,0.5422,0.4998,0.5091,0,0.5346,0.5058253,0.5177,0.5275,0.5182906,0.5015598,0.5333862,0.5197,0.5058042,0.5333862,0.4523,0.531,0.5336366,0.5323,0.5,0.5,0.5185733,0.5
disclosure_x_tampered.arff,0.4995,0.4939394,0.504916,0.4939394,0.5135,0.5296,0.4919,0.487,0,0.5253,0.4537514,0.5104,0.535,0.4985349,0.4939394,0.5442681,0.5328,0.4984864,0.5442681,0.4824,0.5246,0.5241496,0.5156,0.5,0.5,0.487426,0.5
disclosure_z.arff,0.5296,0.5,0.501091,0.5,0.5052,0.5226,0.4939,0.5357,0,0.5218,0.509505,0.5172,0.5338,0.5517599,0.5,0.5070395,0.5496,0.5379368,0.5070395,0.5131,0.5,0.5,0.5,0.5,0.5,0.5014286,0.5
echoMonths.arff,0.7731,0.8035714,0.7952381,0.7952381,0.7655,0.696,0.7509,0.7509,0,0.7908,0.7583333,0.784,0.7646,0.7952381,0.7952381,0.7392856,0.7562,0.7833334,0.7214285,0.7824,0.7973,0.7952381,0.7973,0.5,0.5,0.7404763,0.5
ecoli.arff,0.9848,0.9826598,0.8572994,0.983631,0.9862,0.942,0.9432,0.9675,0,0.9903,0.9856955,0.9834,0.9878,0.8573371,0.9722337,0.9739567,0.9851,0.9827413,0.9247933,0.9607,0.9661,0.9876315,0.9609,0.5,0.5,0.9396523,0.5
electricity.arff,0.832,0.8228357,0.7322204,0.8404994,0.6456,0.6915,0.8447,0.7854,0,0.8018,0.8308718,0.7831,0.795,0.7431121,0.8502481,0.8469522,0.8842,0.8427769,0.75052,0.848,0.7409,0.8012095,0.7368,0.5,0.5,0.7377315,0.5
elevators.arff,0.8172,0.8022937,0.7018977,0.8125026,0.7387,0.6808,0.7959,0.7406,0,0.8174,0.8146259,0.8142,0.7958,0.6927598,0.8194949,0.7798758,0.813,0.8184032,0.6784251,0.805,0.7024,0.8202715,0.7039,0.5,0.5,0.5133741,0.5
flags.arff,0.6365,0.663782,0.663782,0.5,0.6569,0.6365,0.4834,0.4834,0,0.6365,0.663782,0.6338,0.6374,0.5,0.5,0.5,0.4996,0.5,0.5,0.4834,0.5,0.663782,0.5,0.5,0.5,0.663782,0.5
fri_c0_100_10.arff,0.6539,0.5380833,0.5425,0.5083333,0.6473,0.6182,0.6398,0.6127,0,0.676,0.6101667,0.6816,0.6475,0.5533333,0.5208333,0.6037501,0.6141,0.5836667,0.6225001,0.557,0.6051,0.6496667,0.6323,0.5,0.5,0.656,0.5
fri_c0_100_25.arff,0.7818,0.716,0.64,0.712,0.8324,0.7,0.6646,0.6902,0,0.83,0.768,0.8284,0.8312,0.52,0.67,0.648,0.7798,0.73,0.65,0.7378,0.76,0.788,0.76,0.5,0.5,0.742,0.5
fri_c0_100_5.arff,0.8285,0.8085833,0.6141667,0.8104166,0.8833,0.6916,0.7097,0.6556,0,0.8527,0.8529166,0.8245,0.8837,0.5691667,0.7362501,0.7700833,0.8444,0.80425,0.7191666,0.7683,0.7987,0.8081666,0.7721,0.5,0.5,0.8089167,0.5
fri_c0_100_50.arff,0.7323,0.7026667,0.5841667,0.6666667,0.8051,0.5892,0.7211,0.7215,0,0.7895,0.805,0.7531,0.8059,0.6525,0.7205,0.6525,0.6887,0.7486667,0.6625,0.6509,0.7199,0.8031667,0.6889,0.5,0.5,0.8003333,0.5
fri_c0_1000_10.arff,0.9472,0.9121073,0.6821048,0.8877184,0.9376,0.8498,0.8544,0.8467,0,0.9076,0.9183309,0.9026,0.9375,0.656814,0.8690721,0.9325949,0.9517,0.9141686,0.8129916,0.8553,0.8386,0.9154088,0.8369,0.5,0.5,0.8526071,0.5
fri_c0_1000_25.arff,0.9547,0.9098307,0.709305,0.8967894,0.9458,0.857,0.8412,0.8616,0,0.91,0.9256319,0.9041,0.9458,0.6169191,0.8838034,0.9220722,0.9522,0.9217515,0.8137783,0.8744,0.8349,0.9030296,0.8319,0.5,0.5,0.8287798,0.5
fri_c0_1000_5.arff,0.951,0.9221887,0.6907223,0.8912875,0.9467,0.851,0.8529,0.8561,0,0.9177,0.9244681,0.9164,0.9467,0.6680556,0.8834642,0.9375931,0.9553,0.9299111,0.836042,0.8699,0.8422,0.9206288,0.844,0.5,0.5,0.8601006,0.5
fri_c0_1000_50.arff,0.9436,0.892917,0.6762504,0.8745299,0.934,0.8639,0.8658,0.8595,0,0.9021,0.917367,0.8959,0.934,0.6479792,0.889956,0.9304122,0.9599,0.9192477,0.8136455,0.8815,0.8264,0.90004,0.8308,0.5,0.5,0.8344537,0.5
fri_c0_250_10.arff,0.8652,0.8384614,0.7317306,0.8317308,0.8801,0.712,0.7981,0.8191,0,0.8606,0.8983974,0.8588,0.8801,0.6769231,0.8375001,0.8358974,0.8613,0.888141,0.7625001,0.8001,0.792,0.8782052,0.792,0.5,0.5,0.7878205,0.5
fri_c0_250_25.arff,0.9037,0.8365385,0.6567307,0.8179487,0.8441,0.7641,0.8211,0.82,0,0.8751,0.8881411,0.852,0.9027,0.6096153,0.8483974,0.9038463,0.927,0.8711539,0.8525641,0.79,0.8042,0.8833332,0.8002,0.5,0.5,0.8160257,0.5
fri_c0_250_5.arff,0.904,0.8339742,0.6256411,0.8173077,0.8993,0.8,0.813,0.8431,0,0.8716,0.8868589,0.8569,0.8989,0.5403848,0.8333332,0.8243591,0.907,0.8400641,0.7416668,0.8035,0.788,0.874359,0.796,0.5,0.5,0.8240384,0.5
fri_c0_250_50.arff,0.8698,0.7573469,0.6799659,0.7295496,0.8923,0.7687,0.8396,0.7878,0,0.8934,0.8484473,0.8888,0.8917,0.6896229,0.7997795,0.8326134,0.8787,0.8252831,0.7482726,0.8247,0.8212,0.8829086,0.8158,0.5,0.5,0.8385615,0.5
